distance,average_hours,truck_age,load_capacity_pounds,mileage_mpg,fuel_type,temp_x,wind_speed_x,humidity_x,visibility_x,pressure_x,no_of_vehicles,accident,gender,age,experience,driving_style,ratings,average_speed_mph,temp_y,wind_speed_y,humidity_y,visibility_y,pressure_y,delay,efficiency,fuel_efficiency,weather_impact,visibility_speed,age_experience_ratio
689.34,13.79,8,15000.0,19,gas,53.0,3.25,83.5,5.25,1015.25,1500.42,1,male,51,28,proactive,4,58.02,50.42,9.71,85.42,5.12,1013.21,0,49.99,36.28,810.65,304.6,1.82
663.33,13.27,11,3000.0,22,diesel,40.5,6.75,74.75,6.0,1011.5,1500.42,1,male,46,19,conservative,6,49.38,50.42,9.71,85.42,5.12,1013.21,0,49.99,30.15,725.7,296.28,2.42
262.27,5.25,9,20000.0,26,diesel,52.0,6.5,83.5,6.0,1010.25,1500.42,1,male,45,9,proactive,7,62.59,50.42,9.71,85.42,5.12,1013.21,0,49.96,10.09,810.65,375.54,5.0
214.42,4.29,7,15000.0,21,diesel,41.5,8.25,81.25,4.75,1012.75,1508.75,2,male,50,4,conservative,4,40.48,50.42,9.71,85.42,5.12,1013.21,0,49.98,10.21,788.8,192.28,12.5
768.78,15.38,10,6000.0,16,gas,53.5,15.75,53.25,4.0,1004.25,1517.08,3,female,51,17,conservative,8,47.02,50.42,9.71,85.42,5.12,1013.21,0,49.99,48.05,516.97,188.08,3.0
492.14,9.84,9,15000.0,27,diesel,54.0,10.25,48.5,6.0,1015.75,1508.75,2,male,41,11,conservative,5,45.81,50.42,9.71,85.42,5.12,1013.21,0,50.01,18.23,470.85,274.86,3.73
439.0,8.78,11,10000.0,23,diesel,62.0,5.0,54.75,3.5,1017.25,1492.08,0,male,49,8,proactive,3,61.12,50.42,9.71,85.42,5.12,1013.21,0,50.0,19.09,531.53,213.92,6.12
588.22,11.76,10,6000.0,13,gas,61.25,6.25,55.5,4.75,1007.75,1542.08,6,male,46,5,conservative,3,48.11,50.42,9.71,85.42,5.12,1013.21,0,50.02,45.25,538.81,228.52,9.2
218.31,4.37,10,15000.0,27,diesel,46.75,7.75,65.25,5.75,1020.25,1508.75,2,male,45,8,conservative,3,43.4,50.42,9.71,85.42,5.12,1013.21,0,49.96,8.09,633.47,249.55,5.62
229.5,4.59,10,3000.0,24,diesel,54.0,12.5,67.0,6.0,1018.0,1508.75,2,male,47,18,proactive,6,61.4,50.42,9.71,85.42,5.12,1013.21,0,50.0,9.56,650.46,368.4,2.61
458.91,9.18,7,15000.0,18,gas,28.75,4.0,90.25,4.25,1022.75,1492.08,0,male,44,15,proactive,4,58.17,50.42,9.71,85.42,5.12,1013.21,0,49.99,25.5,876.18,247.22,2.93
391.87,7.84,10,10000.0,24,diesel,56.0,10.75,77.25,5.5,1013.75,1500.42,1,male,49,27,conservative,6,51.78,50.42,9.71,85.42,5.12,1013.21,0,49.98,16.33,749.97,284.79,1.81
128.77,2.58,5,4000.0,18,gas,55.25,4.5,80.0,6.0,1007.0,1508.75,2,male,48,15,proactive,6,62.0,50.42,9.71,85.42,5.12,1013.21,0,49.91,7.15,776.67,372.0,3.2
871.28,17.43,9,3000.0,18,gas,58.5,7.75,79.5,2.5,1009.25,1525.42,4,male,48,7,proactive,4,55.21,50.42,9.71,85.42,5.12,1013.21,0,49.99,48.4,771.81,138.02,6.86
516.77,10.34,8,15000.0,25,diesel,52.5,9.25,59.5,5.5,1007.25,1500.42,1,male,39,4,conservative,3,47.94,50.42,9.71,85.42,5.12,1013.21,0,49.98,20.67,577.65,263.67,9.75
139.34,2.79,9,20000.0,20,gas,57.0,11.0,59.75,3.5,1006.0,1500.42,1,male,44,9,conservative,4,52.1,50.42,9.71,85.42,5.12,1013.21,0,49.94,6.97,580.07,182.35,4.89
447.0,8.94,10,3000.0,19,gas,49.0,3.75,71.75,5.75,1016.0,1708.21,2,male,47,9,Unknown,8,65.42,72.25,2.79,83.04,6.0,1017.5,0,50.0,23.53,200.3,376.16,5.22
1129.55,22.59,12,15000.0,25,diesel,28.0,10.25,66.5,3.75,1011.5,1699.88,1,male,48,8,proactive,7,60.75,72.25,2.79,83.04,6.0,1017.5,0,50.0,45.18,185.65,227.81,6.0
1095.32,21.91,12,15000.0,18,gas,44.25,10.5,70.25,6.0,1012.0,1724.88,4,female,48,11,conservative,4,35.07,72.25,2.79,83.04,6.0,1017.5,1,49.99,60.85,196.11,210.42,4.36
1062.45,21.25,9,4000.0,22,diesel,45.5,4.75,73.0,5.5,1018.75,1716.54,3,male,39,2,proactive,3,62.07,72.25,2.79,83.04,6.0,1017.5,0,50.0,48.29,203.79,341.38,19.5
1129.55,22.59,11,4000.0,16,gas,28.0,10.25,66.5,3.75,1011.5,1743.12,1,male,54,18,proactive,6,56.12,68.88,3.21,57.12,6.0,1014.54,0,50.0,70.6,213.35,210.45,3.0
1050.84,21.02,11,3000.0,19,gas,51.5,6.0,71.25,4.75,1017.0,1540.96,2,male,49,10,proactive,7,60.29,24.38,15.04,84.42,4.75,1019.0,0,49.99,55.31,1071.72,286.38,4.9
657.5,13.15,8,4000.0,22,diesel,66.75,4.5,71.25,5.75,1015.5,1532.62,1,male,45,12,conservative,6,39.05,24.38,15.04,84.42,4.75,1019.0,0,50.0,29.89,1071.72,224.54,3.75
740.08,14.8,10,6000.0,22,diesel,46.0,4.25,68.25,6.0,1016.75,1557.62,4,male,50,0,proactive,2,59.29,24.38,15.04,84.42,4.75,1019.0,0,50.01,33.64,1026.59,355.74,inf
1087.41,21.75,10,6000.0,25,diesel,48.5,2.0,87.0,4.5,1020.25,1532.62,1,male,47,6,proactive,8,57.38,24.38,15.04,84.42,4.75,1019.0,0,50.0,43.5,1308.62,258.21,7.83
493.35,9.87,10,3000.0,15,gas,58.5,8.5,78.75,4.0,1010.5,1532.62,1,male,51,14,proactive,6,59.57,24.38,15.04,84.42,4.75,1019.0,0,49.98,32.89,1184.53,238.28,3.64
905.49,18.11,10,3000.0,17,gas,49.25,6.5,61.5,6.0,1019.0,1524.29,0,male,47,11,proactive,5,56.31,24.38,15.04,84.42,4.75,1019.0,0,50.0,53.26,925.06,337.86,4.27
952.33,19.05,4,4000.0,17,gas,47.25,5.75,55.25,6.0,1018.75,1549.29,3,male,58,20,proactive,9,61.25,24.38,15.04,84.42,4.75,1019.0,0,49.99,56.02,831.05,367.5,2.9
1106.98,22.14,10,6000.0,18,gas,79.25,7.75,47.0,6.0,1013.0,1532.62,1,male,44,16,proactive,7,60.87,24.38,15.04,84.42,4.75,1019.0,1,50.0,61.5,706.96,365.22,2.75
538.87,10.78,8,6000.0,23,diesel,40.5,4.5,76.25,6.0,1021.75,1540.96,2,male,44,3,proactive,7,57.43,24.38,15.04,84.42,4.75,1019.0,0,49.99,23.43,1146.93,344.58,14.67
1013.27,20.27,6,10000.0,28,diesel,59.0,5.0,49.75,6.0,1012.75,1549.29,3,male,38,5,proactive,4,60.52,24.38,15.04,84.42,4.75,1019.0,1,49.99,36.19,748.32,363.12,7.6
1170.78,23.42,11,3000.0,26,diesel,37.0,4.25,79.5,5.25,1021.5,1524.29,0,male,37,7,proactive,2,59.53,24.38,15.04,84.42,4.75,1019.0,0,49.99,45.03,1195.81,312.53,5.29
1110.84,22.22,8,8501.88,22,diesel,68.0,4.25,73.75,5.25,1018.25,1524.29,0,male,59,23,conservative,8,44.9,24.38,15.04,84.42,4.75,1019.0,0,49.99,50.49,1109.32,235.72,2.57
950.15,19.0,8,10000.0,23,diesel,66.75,4.0,70.0,6.0,1013.5,1532.62,1,female,49,0,proactive,4,60.32,24.38,15.04,84.42,4.75,1019.0,0,50.01,41.31,1052.92,361.92,inf
769.05,15.38,11,10000.0,22,gas,33.5,11.0,86.0,5.25,1015.75,1524.29,0,male,47,8,conservative,4,55.09,24.38,15.04,84.42,4.75,1019.0,0,50.0,34.96,1293.58,289.22,5.88
1120.7,22.41,7,3000.0,22,diesel,41.25,5.25,73.0,6.0,1019.75,1524.29,0,male,43,10,proactive,4,57.78,24.38,15.04,84.42,4.75,1019.0,0,50.01,50.94,1098.04,346.68,4.3
1156.22,23.12,15,4000.0,19,gas,31.5,3.5,94.5,3.0,1020.0,1524.29,0,male,44,9,conservative,3,52.16,24.38,15.04,84.42,4.75,1019.0,0,50.01,60.85,1421.44,156.48,4.89
1132.08,22.64,8,3000.0,15,gas,56.0,6.0,79.0,6.0,1020.25,1524.29,0,male,41,7,conservative,2,56.94,24.38,15.04,84.42,4.75,1019.0,0,50.0,75.47,1188.29,341.64,5.86
1033.62,20.67,11,3000.0,24,diesel,42.0,13.25,73.25,5.75,1020.0,1540.96,2,male,37,3,conservative,8,49.3,24.38,15.04,84.42,4.75,1019.0,1,50.01,43.07,1101.8,283.47,12.33
852.12,17.04,10,15000.0,26,diesel,39.5,4.75,84.0,3.25,1018.0,1532.62,1,male,50,5,Unknown,4,66.34,24.38,15.04,84.42,4.75,1019.0,0,50.01,32.77,1263.5,215.6,10.0
38.1,0.76,7,8501.88,26,diesel,29.5,7.75,59.5,5.75,1019.75,1610.79,0,male,47,13,proactive,8,60.76,49.33,9.5,83.79,5.04,1005.71,1,50.13,1.47,565.25,349.37,3.62
273.0,5.46,11,3000.0,20,gas,33.25,6.25,82.5,4.75,1015.5,1619.12,1,female,43,4,proactive,4,60.58,49.33,9.5,83.79,5.04,1005.71,0,50.0,13.65,783.75,287.76,10.75
1087.41,21.75,9,3000.0,18,gas,48.5,2.0,87.0,4.5,1020.25,1610.79,0,male,49,6,conservative,2,42.61,49.33,9.5,83.79,5.04,1005.71,0,50.0,60.41,826.5,191.74,8.17
661.29,13.23,9,4000.0,23,diesel,43.0,2.0,86.5,6.0,1021.75,1627.46,2,male,48,17,proactive,4,56.82,49.33,9.5,83.79,5.04,1005.71,0,49.98,28.75,821.75,340.92,2.82
757.39,15.15,8,4000.0,25,diesel,34.25,2.5,71.5,6.0,1028.0,1627.46,2,male,39,4,proactive,3,57.67,49.33,9.5,83.79,5.04,1005.71,0,49.99,30.3,679.25,346.02,9.75
444.02,8.88,8,20000.0,25,diesel,45.5,11.0,62.75,6.0,1016.0,1635.79,3,male,50,11,proactive,5,61.11,49.33,9.5,83.79,5.04,1005.71,0,50.0,17.76,596.12,366.66,4.55
416.87,8.34,9,6000.0,19,gas,48.0,5.5,66.75,6.0,1015.75,1619.12,1,female,47,7,proactive,8,56.77,49.33,9.5,83.79,5.04,1005.71,0,49.98,21.94,634.12,340.62,6.71
903.25,18.07,9,6000.0,21,diesel,41.75,9.25,78.0,6.0,1019.25,1619.12,1,male,47,6,Unknown,3,63.95,49.33,9.5,83.79,5.04,1005.71,1,49.99,43.01,741.0,383.7,7.83
251.66,5.03,10,15000.0,24,diesel,42.5,5.0,63.5,6.0,1017.0,1619.12,1,male,57,9,proactive,8,59.95,49.33,9.5,83.79,5.04,1005.71,0,50.03,10.49,603.25,359.7,6.33
214.41,4.29,8,6000.0,17,gas,64.5,8.0,47.75,6.0,1011.25,1619.12,1,male,39,6,conservative,8,43.55,49.33,9.5,83.79,5.04,1005.71,1,49.98,12.61,453.62,261.3,6.5
191.76,3.84,10,6000.0,21,diesel,57.0,5.5,46.0,6.0,1016.0,1627.46,2,male,50,6,proactive,3,57.6,49.33,9.5,83.79,5.04,1005.71,1,49.94,9.13,437.0,345.6,8.33
185.73,3.71,10,10000.0,17,gas,44.0,4.75,74.75,6.0,1016.0,1627.46,2,male,49,20,proactive,4,62.2,49.33,9.5,83.79,5.04,1005.71,0,50.06,10.93,710.12,373.2,2.45
882.21,17.64,13,15000.0,23,diesel,38.25,4.0,79.5,5.5,1018.0,1619.12,1,male,42,7,conservative,7,49.63,49.33,9.5,83.79,5.04,1005.71,0,50.01,38.36,755.25,272.97,6.0
406.64,8.13,10,3000.0,24,diesel,44.5,10.5,85.0,5.0,1010.5,1610.79,0,male,49,19,Unknown,4,66.51,49.33,9.5,83.79,5.04,1005.71,0,50.02,16.94,807.5,332.55,2.58
66.17,1.32,8,4000.0,23,diesel,56.5,12.5,59.75,6.0,1013.25,1610.79,0,male,58,21,proactive,6,60.79,49.33,9.5,83.79,5.04,1005.71,0,50.13,2.88,567.62,364.74,2.76
878.33,17.57,10,15000.0,20,diesel,45.5,6.25,60.0,6.0,1026.5,1619.12,1,male,46,0,proactive,8,63.52,49.33,9.5,83.79,5.04,1005.71,0,49.99,43.92,570.0,381.12,inf
637.33,12.75,9,15000.0,16,gas,53.5,9.0,60.75,6.0,1014.75,1627.46,2,male,46,9,conservative,3,38.87,49.33,9.5,83.79,5.04,1005.71,1,49.99,39.83,577.12,233.22,5.11
851.76,17.04,11,6000.0,22,gas,47.5,7.75,78.0,6.0,1008.0,1610.79,0,male,48,16,conservative,4,43.68,49.33,9.5,83.79,5.04,1005.71,1,49.99,38.72,741.0,262.08,3.0
717.3,14.35,11,20000.0,22,diesel,48.5,6.5,79.0,6.0,1010.75,1627.46,2,male,43,3,proactive,8,59.29,49.33,9.5,83.79,5.04,1005.71,1,49.99,32.6,750.5,355.74,14.33
1018.36,20.37,8,15000.0,25,diesel,44.25,5.75,85.25,6.0,1012.0,1627.46,2,male,43,20,proactive,6,60.1,49.33,9.5,83.79,5.04,1005.71,1,49.99,40.73,809.88,360.6,2.15
543.09,10.86,11,6000.0,23,diesel,60.0,8.0,79.25,6.0,1014.0,1627.46,2,male,41,6,conservative,2,39.81,49.33,9.5,83.79,5.04,1005.71,0,50.01,23.61,752.88,238.86,6.83
403.56,8.07,6,3000.0,17,gas,44.25,7.25,83.25,6.0,1014.75,1619.12,1,male,48,12,conservative,6,39.22,49.33,9.5,83.79,5.04,1005.71,0,50.01,23.74,790.88,235.32,4.0
134.12,2.68,9,6000.0,18,gas,50.0,4.5,79.0,6.0,1013.5,1619.12,1,male,52,22,proactive,7,58.99,49.33,9.5,83.79,5.04,1005.71,0,50.04,7.45,750.5,353.94,2.36
76.48,1.53,9,6000.0,21,gas,49.5,10.25,80.25,6.0,1013.75,1619.12,1,male,52,15,proactive,6,58.11,49.33,9.5,83.79,5.04,1005.71,0,49.99,3.64,762.38,348.66,3.47
985.52,19.71,9,4000.0,22,diesel,53.5,12.75,69.75,6.0,1012.0,1610.79,0,male,57,21,conservative,9,49.47,49.33,9.5,83.79,5.04,1005.71,1,50.0,44.8,662.62,296.82,2.71
752.82,15.06,12,15000.0,14,gas,58.5,8.0,59.75,4.75,1015.25,1619.12,1,male,54,12,proactive,4,58.14,49.33,9.5,83.79,5.04,1005.71,0,49.99,53.77,567.62,276.17,4.5
677.39,13.55,7,20000.0,21,diesel,61.0,4.5,59.5,5.75,1012.75,1627.46,2,male,45,3,conservative,7,46.52,49.33,9.5,83.79,5.04,1005.71,0,49.99,32.26,565.25,267.49,15.0
859.0,17.18,8,4000.0,22,diesel,57.5,5.75,59.0,6.0,1013.0,1610.79,0,male,47,5,conservative,3,44.45,49.33,9.5,83.79,5.04,1005.71,0,50.0,39.05,560.5,266.7,9.4
286.81,5.74,9,15000.0,17,gas,51.75,9.5,71.0,3.75,1015.5,1644.12,4,male,60,16,conservative,7,39.7,49.33,9.5,83.79,5.04,1005.71,1,49.97,16.87,674.5,148.88,3.75
78.82,1.58,7,3000.0,22,gas,62.0,11.0,71.25,6.0,1015.25,1627.46,2,male,50,2,conservative,8,40.44,49.33,9.5,83.79,5.04,1005.71,0,49.89,3.58,676.88,242.64,25.0
558.55,11.17,11,6000.0,25,diesel,46.5,4.0,61.0,3.75,1021.0,1627.46,2,male,56,30,proactive,9,60.29,49.33,9.5,83.79,5.04,1005.71,0,50.0,22.34,579.5,226.09,1.87
176.12,3.52,8,8501.88,14,gas,59.75,8.0,60.25,6.0,1015.75,1619.12,1,male,49,5,Unknown,4,61.7,49.33,9.5,83.79,5.04,1005.71,0,50.03,12.58,572.38,370.2,9.8
367.45,7.35,9,6000.0,19,gas,61.5,6.0,58.0,6.0,1011.0,1627.46,2,female,52,20,conservative,7,50.38,49.33,9.5,83.79,5.04,1005.71,0,49.99,19.34,551.0,302.28,2.6
857.17,17.14,7,3000.0,21,diesel,62.25,6.0,56.5,6.0,1012.25,1627.46,2,male,47,12,proactive,6,59.33,49.33,9.5,83.79,5.04,1005.71,0,50.01,40.82,536.75,355.98,3.92
263.95,5.28,10,8501.88,21,diesel,59.0,9.75,60.25,6.0,1011.25,1610.79,0,male,59,18,conservative,6,44.91,49.33,9.5,83.79,5.04,1005.71,0,49.99,12.57,572.38,269.46,3.28
208.69,4.17,10,10000.0,14,gas,63.25,10.75,53.25,3.75,1009.75,1619.12,1,male,45,15,conservative,5,46.58,49.33,9.5,83.79,5.04,1005.71,0,50.05,14.91,505.88,174.68,3.0
688.91,13.78,12,10000.0,20,gas,45.5,9.25,74.5,6.0,1008.0,1827.71,2,male,47,13,conservative,6,47.14,27.46,9.17,58.88,5.75,1024.62,0,49.99,34.45,682.92,282.84,3.62
470.26,9.41,8,3000.0,20,diesel,42.5,3.5,53.5,6.0,1024.75,1827.71,2,male,54,17,conservative,9,40.79,27.46,9.17,58.88,5.75,1024.62,0,49.97,23.51,490.42,244.74,3.18
661.29,13.23,9,3000.0,21,diesel,43.0,2.0,86.5,6.0,1021.75,1836.04,3,male,65,20,proactive,4,60.88,27.46,9.17,58.88,5.75,1024.62,0,49.98,31.49,792.92,365.28,3.25
1077.52,21.55,11,10000.0,21,Unknown,61.5,8.5,49.5,6.0,1017.75,1819.38,1,male,44,16,conservative,4,48.2,27.46,9.17,58.88,5.75,1024.62,1,50.0,51.31,453.75,289.2,2.75
313.89,6.28,9,15000.0,24,diesel,68.0,2.75,51.0,6.0,1021.5,1827.71,2,male,50,17,proactive,7,60.09,27.46,9.17,58.88,5.75,1024.62,1,49.98,13.08,467.5,360.54,2.94
274.13,5.48,11,3000.0,25,diesel,62.25,6.75,49.75,6.0,1018.5,1827.71,2,male,54,15,proactive,5,63.15,27.46,9.17,58.88,5.75,1024.62,0,50.02,10.97,456.04,378.9,3.6
897.96,17.96,10,4000.0,27,diesel,70.75,6.5,62.75,6.0,1014.5,1819.38,1,male,44,12,proactive,8,60.14,27.46,9.17,58.88,5.75,1024.62,1,50.0,33.26,575.21,360.84,3.67
589.99,11.8,10,15000.0,23,diesel,80.5,6.25,50.5,6.0,1014.5,1836.04,3,male,51,10,proactive,4,57.85,27.46,9.17,58.88,5.75,1024.62,0,50.0,25.65,462.92,347.1,5.1
684.27,13.69,8,10000.0,23,diesel,68.75,7.0,47.25,6.0,1015.75,1819.38,1,male,42,18,conservative,8,44.79,27.46,9.17,58.88,5.75,1024.62,0,49.98,29.75,433.12,268.74,2.33
705.5,14.11,10,4000.0,22,diesel,60.75,12.0,58.25,6.0,1013.0,1836.04,3,male,42,2,proactive,7,60.48,27.46,9.17,58.88,5.75,1024.62,0,50.0,32.07,533.96,362.88,21.0
267.04,5.34,10,6000.0,16,gas,51.5,5.25,88.5,6.0,1014.0,1819.38,1,male,47,9,proactive,8,61.06,27.46,9.17,58.88,5.75,1024.62,0,50.01,16.69,811.25,366.36,5.22
296.62,5.93,10,15000.0,26,diesel,56.5,6.25,74.0,6.0,1014.75,1819.38,1,male,50,17,conservative,6,45.29,27.46,9.17,58.88,5.75,1024.62,1,50.02,11.41,678.33,271.74,2.94
675.3,13.51,6,15000.0,21,diesel,71.5,12.25,67.75,6.0,1011.5,1819.38,1,male,50,6,conservative,8,52.88,27.46,9.17,58.88,5.75,1024.62,0,49.99,32.16,621.04,317.28,8.33
263.46,5.27,8,15000.0,17,gas,57.0,5.5,60.0,5.25,1020.5,1811.04,0,male,46,6,proactive,8,61.59,27.46,9.17,58.88,5.75,1024.62,0,49.99,15.5,550.0,323.35,7.67
247.63,4.95,10,3000.0,20,gas,70.25,11.5,61.75,6.0,1011.5,1819.38,1,male,54,24,conservative,8,53.4,27.46,9.17,58.88,5.75,1024.62,0,50.03,12.38,566.04,320.4,2.25
478.18,9.56,8,15000.0,16,gas,59.75,7.25,64.0,6.0,1014.75,1819.38,1,male,44,12,proactive,5,60.83,27.46,9.17,58.88,5.75,1024.62,0,50.02,29.89,586.67,364.98,3.67
368.7,7.37,12,3000.0,22,diesel,61.75,5.0,67.0,6.0,1013.25,1819.38,1,male,48,13,conservative,6,54.29,27.46,9.17,58.88,5.75,1024.62,0,50.03,16.76,614.17,325.74,3.69
1156.15,23.12,11,8501.88,24,diesel,65.75,3.75,73.0,5.5,1008.75,1819.38,1,male,45,14,proactive,4,61.01,27.46,9.17,58.88,5.75,1024.62,1,50.01,48.17,669.17,335.56,3.21
932.44,18.65,9,4000.0,21,diesel,56.0,4.75,83.25,6.0,1013.0,1811.04,0,male,53,24,proactive,6,61.13,27.46,9.17,58.88,5.75,1024.62,1,50.0,44.4,763.12,366.78,2.21
713.2,14.26,7,10000.0,18,gas,65.0,4.5,75.0,6.0,1013.75,1819.38,1,male,44,11,proactive,5,63.11,27.46,9.17,58.88,5.75,1024.62,0,50.01,39.62,687.5,378.66,4.0
584.86,11.7,5,4000.0,24,diesel,58.5,5.75,87.0,6.0,1014.75,1819.38,1,male,50,7,proactive,8,62.11,27.46,9.17,58.88,5.75,1024.62,0,49.99,24.37,797.5,372.66,7.14
329.14,6.58,8,4000.0,19,gas,63.5,7.25,63.25,6.0,1016.0,1819.38,1,male,50,12,proactive,5,59.6,27.46,9.17,58.88,5.75,1024.62,0,50.02,17.32,579.79,357.6,4.17
289.42,5.79,10,8501.88,21,diesel,72.5,10.0,70.0,4.75,1009.75,1811.04,0,male,55,13,conservative,6,43.37,27.46,9.17,58.88,5.75,1024.62,0,49.99,13.78,641.67,206.01,4.23
157.29,3.15,8,6000.0,20,gas,60.5,7.0,75.0,6.0,1005.25,1819.38,1,male,46,12,proactive,5,59.34,27.46,9.17,58.88,5.75,1024.62,1,49.93,7.86,687.5,356.04,3.83
439.82,8.8,8,6000.0,22,diesel,63.0,9.75,70.25,6.0,1012.25,1811.04,0,male,49,17,conservative,7,39.27,27.46,9.17,58.88,5.75,1024.62,0,49.98,19.99,643.96,235.62,2.88
381.21,7.62,8,15000.0,13,gas,72.5,10.25,58.5,6.0,1009.0,1819.38,1,male,53,26,proactive,6,61.97,27.46,9.17,58.88,5.75,1024.62,0,50.03,29.32,536.25,371.82,2.04
660.09,13.2,12,10000.0,18,gas,71.0,9.25,85.75,6.0,1011.5,1811.04,0,male,45,16,proactive,9,58.56,27.46,9.17,58.88,5.75,1024.62,0,50.01,36.67,786.04,351.36,2.81
873.53,17.47,8,4000.0,20,diesel,47.0,4.75,72.25,5.75,1018.0,1819.38,1,male,51,31,proactive,8,59.64,27.46,9.17,58.88,5.75,1024.62,1,50.0,43.68,662.29,342.93,1.65
664.67,13.29,8,3000.0,22,diesel,64.5,4.25,71.0,6.0,1013.25,1827.71,2,male,46,8,conservative,7,43.69,27.46,9.17,58.88,5.75,1024.62,1,50.01,30.21,650.83,262.14,5.75
342.19,6.84,13,4000.0,20,gas,69.0,6.25,68.5,6.0,1013.5,1819.38,1,male,46,12,conservative,5,49.89,27.46,9.17,58.88,5.75,1024.62,1,50.03,17.11,627.92,299.34,3.83
924.53,18.49,12,10000.0,27,diesel,57.25,7.0,76.25,6.0,1014.0,1811.04,0,male,52,27,conservative,7,38.86,27.46,9.17,58.88,5.75,1024.62,1,50.0,34.24,698.96,233.16,1.93
454.49,9.09,9,15000.0,23,Unknown,66.0,7.75,60.5,6.0,1015.0,1811.04,0,male,57,28,Unknown,9,64.32,27.46,9.17,58.88,5.75,1024.62,0,50.0,19.76,554.58,385.92,2.04
728.4,14.57,6,15000.0,21,diesel,28.0,6.5,92.0,4.75,1015.0,1790.0,3,male,48,11,proactive,4,57.9,30.88,13.96,45.25,6.0,1014.17,0,49.99,34.69,1284.17,275.02,4.36
770.99,15.42,13,3000.0,17,gas,56.25,14.5,84.5,3.5,1004.25,1765.0,0,male,46,13,conservative,6,31.63,30.88,13.96,45.25,6.0,1014.17,0,50.0,45.35,1179.48,110.7,3.54
814.7,16.29,9,3000.0,23,gas,36.25,10.25,78.5,5.0,1006.25,1773.33,1,male,45,4,conservative,7,51.3,30.88,13.96,45.25,6.0,1014.17,0,50.01,35.42,1095.73,256.5,11.25
1000.56,20.01,8,10000.0,18,diesel,25.5,8.0,68.75,5.5,1016.75,1781.67,2,male,45,7,proactive,7,60.93,30.88,13.96,45.25,6.0,1014.17,0,50.0,55.59,959.64,335.12,6.43
493.35,9.87,9,15000.0,19,Unknown,58.5,8.5,78.75,4.0,1010.5,1798.33,4,male,53,25,conservative,9,49.91,30.88,13.96,45.25,6.0,1014.17,0,49.98,25.97,1099.22,199.64,2.12
757.39,15.15,10,15000.0,23,diesel,34.25,2.5,71.5,6.0,1028.0,1773.33,1,male,48,9,proactive,7,60.31,30.88,13.96,45.25,6.0,1014.17,0,49.99,32.93,998.02,361.86,5.33
442.12,8.84,13,6000.0,22,diesel,30.5,12.75,87.0,3.25,1011.25,1781.67,2,male,48,12,conservative,8,48.17,30.88,13.96,45.25,6.0,1014.17,0,50.01,20.1,1214.38,156.55,4.0
1162.96,23.26,9,15000.0,19,gas,45.25,15.0,88.25,3.5,1016.0,1765.0,0,male,44,2,conservative,3,43.74,30.88,13.96,45.25,6.0,1014.17,0,50.0,61.21,1231.82,153.09,22.0
548.97,10.98,10,3000.0,21,gas,35.25,11.25,77.5,3.5,1018.75,1781.67,2,male,49,-2,proactive,8,58.94,30.88,13.96,45.25,6.0,1014.17,0,50.0,26.14,1081.77,206.29,-24.5
864.59,17.29,10,6000.0,23,diesel,69.0,12.5,50.0,6.0,1012.75,1781.67,2,male,47,6,conservative,7,45.03,30.88,13.96,45.25,6.0,1014.17,1,50.01,37.59,697.92,270.18,7.83
1016.07,20.32,6,6000.0,17,gas,43.5,10.5,80.0,6.0,1009.75,1765.0,0,male,51,14,proactive,5,58.7,30.88,13.96,45.25,6.0,1014.17,1,50.0,59.77,1116.67,352.2,3.64
768.36,15.37,10,8501.88,18,gas,62.5,14.0,41.25,6.0,1015.5,1765.0,0,male,38,5,conservative,3,42.78,30.88,13.96,45.25,6.0,1014.17,0,49.99,42.69,575.78,256.68,7.6
776.33,15.53,11,15000.0,19,diesel,44.0,10.5,79.25,3.75,1005.25,1790.0,3,male,52,24,proactive,7,60.35,30.88,13.96,45.25,6.0,1014.17,0,49.99,40.86,1106.2,226.31,2.17
755.21,15.1,13,6000.0,19,gas,63.0,11.75,60.75,5.0,1005.0,1798.33,4,male,48,12,conservative,6,45.26,30.88,13.96,45.25,6.0,1014.17,1,50.01,39.75,847.97,226.3,4.0
827.24,16.54,10,15000.0,23,diesel,40.0,11.25,65.5,3.0,1010.75,1773.33,1,male,53,15,proactive,4,63.16,30.88,13.96,45.25,6.0,1014.17,0,50.01,35.97,914.27,189.48,3.53
465.05,9.3,7,6000.0,27,diesel,72.25,8.75,34.0,6.0,1012.75,1765.0,0,male,38,4,conservative,2,37.72,30.88,13.96,45.25,6.0,1014.17,0,50.01,17.22,474.58,226.32,9.5
616.25,12.32,8,15000.0,16,gas,54.5,9.0,68.75,6.0,1016.5,1773.33,1,male,60,22,conservative,7,42.39,30.88,13.96,45.25,6.0,1014.17,0,50.02,38.52,959.64,254.34,2.73
740.01,14.8,8,3000.0,18,gas,64.0,6.25,49.25,6.0,1013.75,1773.33,1,male,39,5,conservative,3,47.22,30.88,13.96,45.25,6.0,1014.17,1,50.0,41.11,687.45,283.32,7.8
833.76,16.68,9,3000.0,13,gas,49.75,13.25,61.0,3.5,1008.0,1773.33,1,male,37,4,conservative,3,43.66,30.88,13.96,45.25,6.0,1014.17,0,49.99,64.14,851.46,152.81,9.25
1037.5,20.75,9,3000.0,24,diesel,51.25,11.75,34.5,6.0,1019.75,1790.0,3,male,51,28,conservative,7,43.75,30.88,13.96,45.25,6.0,1014.17,1,50.0,43.23,481.56,262.5,1.82
